age,body_type,education,ethnicity,height,income,job,orientation,religion,sex,sign,status
33,average,graduated from college/university,white,65,20000,construction / craftsmanship,straight,christianity,m,gemini,single
24,average,working on ph.d program,white,71,30000,science / tech / engineering,straight,agnosticism,m,,single
34,full figured,working on college/university,white,67,40000,other,straight,other and laughing about it,f,leo and it&rsquo;s fun to think about,single
35,fit,two-year college,asian,68,60000,sales / marketing / biz dev,straight,,m,aquarius,single
33,a little extra,graduated from college/university,asian,67,150000,executive / management,straight,christianity and somewhat serious about it,m,,single
57,,graduated from college/university,white,70,40000,science / tech / engineering,straight,,m,aries and it&rsquo;s fun to think about,available
27,average,graduated from college/university,white,74,70000,entertainment / media,straight,atheism and very serious about it,m,scorpio and it&rsquo;s fun to think about,single
41,average,graduated from college/university,white,72,100000,science / tech / engineering,straight,agnosticism but not too serious about it,m,pisces,single
21,fit,graduated from high school,asian,68,20000,student,bisexual,catholicism and somewhat serious about it,m,,single
29,average,college/university,hispanic / latin,69,50000,computer / hardware / software,straight,agnosticism but not too serious about it,m,cancer,single
30,athletic,graduated from college/university,"black, native american, white",83,100000,science / tech / engineering,straight,,m,virgo,single
37,athletic,,"hispanic / latin, white",69,80000,other,straight,,m,libra,single
24,athletic,graduated from high school,"asian, hispanic / latin",64,20000,construction / craftsmanship,straight,christianity but not too serious about it,m,gemini but it doesn&rsquo;t matter,single
36,athletic,graduated from masters program,white,70,100000,science / tech / engineering,straight,atheism,m,taurus but it doesn&rsquo;t matter,single
37,average,graduated from college/university,white,69,70000,other,straight,other,m,leo and it&rsquo;s fun to think about,single
48,athletic,college/university,other,72,100000,,straight,,m,virgo,single
25,average,graduated from college/university,asian,68,20000,student,straight,buddhism but not too serious about it,f,virgo but it doesn&rsquo;t matter,single
24,average,graduated from college/university,asian,69,20000,artistic / musical / writer,straight,atheism,m,,single
27,curvy,graduated from college/university,white,62,60000,sales / marketing / biz dev,straight,agnosticism but not too serious about it,f,leo,single
39,thin,graduated from masters program,white,65,60000,education / academia,straight,agnosticism,f,aries,single
25,fit,graduated from college/university,white,67,30000,military,gay,agnosticism but not too serious about it,f,aquarius and it&rsquo;s fun to think about,single
30,a little extra,working on masters program,hispanic / latin,70,50000,medicine / health,straight,,m,pisces and it&rsquo;s fun to think about,single
47,athletic,graduated from college/university,"hispanic / latin, other",67,60000,medicine / health,straight,other,m,capricorn,single
23,jacked,graduated from college/university,"hispanic / latin, white",95,30000,science / tech / engineering,bisexual,agnosticism and laughing about it,f,,available
42,average,graduated from college/university,white,72,80000,artistic / musical / writer,straight,agnosticism,m,sagittarius,single
28,average,dropped out of college/university,white,66,100000,science / tech / engineering,straight,,m,,seeing someone
49,a little extra,graduated from college/university,"indian, white, other",69,100000,political / government,straight,judaism but not too serious about it,m,capricorn but it doesn&rsquo;t matter,single
22,thin,working on college/university,"middle eastern, hispanic / latin",62,20000,student,gay,atheism and laughing about it,f,taurus but it doesn&rsquo;t matter,seeing someone
22,skinny,working on two-year college,"native american, hispanic / latin",62,20000,,bisexual,other but not too serious about it,f,,single
23,full figured,working on two-year college,white,66,20000,student,bisexual,other but not too serious about it,f,virgo and it&rsquo;s fun to think about,seeing someone
22,overweight,working on two-year college,hispanic / latin,64,20000,student,straight,agnosticism but not too serious about it,f,aquarius but it doesn&rsquo;t matter,single
50,fit,graduated from masters program,white,65,100000,executive / management,straight,agnosticism but not too serious about it,f,pisces but it doesn&rsquo;t matter,single
42,curvy,graduated from masters program,white,63,100000,medicine / health,straight,,f,aries,single
40,average,graduated from masters program,asian,70,100000,sales / marketing / biz dev,straight,catholicism and somewhat serious about it,m,pisces and it&rsquo;s fun to think about,single
28,athletic,graduated from high school,white,70,50000,other,straight,,m,aquarius but it doesn&rsquo;t matter,single
31,average,graduated from college/university,white,66,30000,artistic / musical / writer,straight,,f,virgo and it&rsquo;s fun to think about,single
27,average,working on masters program,white,67,40000,hospitality / travel,straight,other,f,scorpio and it&rsquo;s fun to think about,single
31,fit,working on college/university,black,69,50000,executive / management,straight,christianity,m,cancer,single
42,average,graduated from college/university,white,71,100000,sales / marketing / biz dev,straight,agnosticism but not too serious about it,m,libra but it doesn&rsquo;t matter,single
50,fit,graduated from masters program,white,62,80000,executive / management,straight,other but not too serious about it,f,scorpio and it&rsquo;s fun to think about,single
54,fit,graduated from college/university,white,64,40000,entertainment / media,straight,buddhism and very serious about it,f,aries and it&rsquo;s fun to think about,single
46,average,graduated from high school,white,72,40000,construction / craftsmanship,straight,other but not too serious about it,m,leo and it&rsquo;s fun to think about,single
26,full figured,graduated from masters program,white,65,60000,education / academia,straight,agnosticism and laughing about it,f,gemini and it&rsquo;s fun to think about,single
30,fit,graduated from college/university,white,69,30000,medicine / health,straight,agnosticism and laughing about it,f,capricorn but it doesn&rsquo;t matter,single
62,fit,graduated from masters program,white,74,80000,banking / financial / real estate,straight,other and somewhat serious about it,m,capricorn but it doesn&rsquo;t matter,single
37,athletic,high school,white,72,60000,executive / management,straight,,m,leo,single
33,athletic,graduated from college/university,white,65,150000,sales / marketing / biz dev,straight,,f,,single
62,fit,graduated from masters program,white,69,80000,retired,straight,judaism but not too serious about it,m,,single
49,athletic,graduated from college/university,white,69,30000,entertainment / media,straight,other and laughing about it,m,scorpio and it&rsquo;s fun to think about,single
39,athletic,graduated from college/university,white,73,60000,other,straight,catholicism but not too serious about it,m,aries and it&rsquo;s fun to think about,single
44,fit,graduated from masters program,white,67,150000,computer / hardware / software,straight,other but not too serious about it,f,pisces but it doesn&rsquo;t matter,single
39,athletic,graduated from college/university,white,75,100000,hospitality / travel,straight,christianity,m,,single
44,average,graduated from college/university,white,61,80000,sales / marketing / biz dev,straight,judaism,f,leo,single
26,fit,graduated from college/university,white,72,80000,other,straight,agnosticism and laughing about it,m,,single
37,athletic,graduated from college/university,"white, other",72,60000,executive / management,straight,christianity,m,taurus and it&rsquo;s fun to think about,single
38,average,working on college/university,"white, other",76,70000,medicine / health,straight,agnosticism and laughing about it,m,scorpio and it&rsquo;s fun to think about,married
64,curvy,graduated from college/university,white,62,100000,medicine / health,straight,judaism but not too serious about it,f,sagittarius but it doesn&rsquo;t matter,single
34,average,graduated from college/university,white,60,50000,education / academia,straight,catholicism but not too serious about it,f,,single
38,fit,graduated from masters program,white,73,60000,education / academia,straight,,m,leo,single
30,athletic,working on college/university,white,74,50000,hospitality / travel,straight,agnosticism and somewhat serious about it,m,virgo,single
41,average,working on college/university,hispanic / latin,66,20000,other,straight,christianity and somewhat serious about it,m,cancer and it&rsquo;s fun to think about,single
24,,,black,71,20000,other,straight,christianity but not too serious about it,m,gemini but it doesn&rsquo;t matter,single
19,average,working on college/university,"middle eastern, white",66,20000,student,straight,atheism and laughing about it,f,capricorn and it&rsquo;s fun to think about,single
38,a little extra,graduated from college/university,white,68,20000,sales / marketing / biz dev,straight,agnosticism but not too serious about it,m,aries and it&rsquo;s fun to think about,single
26,average,working on two-year college,white,74,20000,transportation,straight,other and laughing about it,m,taurus but it doesn&rsquo;t matter,single
22,athletic,working on college/university,hispanic / latin,71,40000,law / legal services,straight,,m,,single
34,skinny,graduated from college/university,white,75,100000,computer / hardware / software,straight,christianity but not too serious about it,m,taurus but it doesn&rsquo;t matter,single
22,athletic,working on college/university,black,67,30000,student,straight,agnosticism but not too serious about it,m,aries and it&rsquo;s fun to think about,single
25,average,working on space camp,white,71,20000,artistic / musical / writer,straight,,m,libra but it doesn&rsquo;t matter,single
28,average,graduated from high school,white,72,30000,construction / craftsmanship,straight,other,m,leo,single
42,athletic,graduated from college/university,"hispanic / latin, white",72,150000,other,gay,christianity but not too serious about it,m,taurus and it&rsquo;s fun to think about,single
29,a little extra,dropped out of college/university,white,76,60000,computer / hardware / software,straight,atheism and laughing about it,m,cancer but it doesn&rsquo;t matter,single
48,a little extra,dropped out of college/university,white,72,150000,executive / management,straight,buddhism but not too serious about it,m,,single
28,athletic,graduated from college/university,other,67,100000,other,straight,catholicism and laughing about it,m,sagittarius and it&rsquo;s fun to think about,single
47,overweight,graduated from college/university,white,69,100000,computer / hardware / software,straight,,m,virgo but it doesn&rsquo;t matter,single
34,athletic,graduated from masters program,white,70,150000,executive / management,straight,judaism but not too serious about it,m,gemini but it doesn&rsquo;t matter,single
22,a little extra,high school,white,73,30000,other,straight,other,m,gemini,single
29,fit,graduated from college/university,white,73,30000,entertainment / media,straight,,m,scorpio and it&rsquo;s fun to think about,single
33,athletic,graduated from college/university,asian,64,70000,science / tech / engineering,straight,catholicism and somewhat serious about it,m,leo but it doesn&rsquo;t matter,single
27,athletic,graduated from college/university,white,72,70000,banking / financial / real estate,straight,,m,scorpio but it doesn&rsquo;t matter,single
23,athletic,working on college/university,white,68,20000,student,straight,,m,scorpio but it doesn&rsquo;t matter,single
28,athletic,working on college/university,"asian, white",72,80000,executive / management,straight,agnosticism but not too serious about it,m,scorpio and it&rsquo;s fun to think about,single
32,a little extra,graduated from high school,white,71,20000,transportation,straight,,m,,single
41,fit,graduated from college/university,hispanic / latin,71,80000,medicine / health,straight,christianity,m,,single
47,athletic,graduated from ph.d program,white,73,150000,education / academia,straight,,m,virgo,single
21,athletic,graduated from high school,other,73,20000,sales / marketing / biz dev,straight,christianity,m,aquarius and it&rsquo;s fun to think about,single
24,fit,graduated from college/university,white,68,100000,executive / management,straight,judaism and laughing about it,m,,single
29,average,graduated from high school,white,68,50000,construction / craftsmanship,straight,catholicism but not too serious about it,m,libra but it doesn&rsquo;t matter,single
36,average,graduated from college/university,white,69,70000,other,straight,christianity,m,aries,single
26,athletic,graduated from college/university,asian,66,100000,science / tech / engineering,straight,agnosticism and laughing about it,m,cancer but it doesn&rsquo;t matter,single
26,average,graduated from college/university,hispanic / latin,66,100000,science / tech / engineering,straight,,m,taurus and it&rsquo;s fun to think about,single
30,thin,graduated from college/university,white,67,20000,hospitality / travel,straight,atheism but not too serious about it,m,pisces but it doesn&rsquo;t matter,available
44,average,graduated from college/university,white,75,100000,hospitality / travel,straight,catholicism but not too serious about it,m,gemini but it doesn&rsquo;t matter,single
33,athletic,,,74,80000,sales / marketing / biz dev,straight,,m,,single
68,overweight,graduated from college/university,white,71,20000,unemployed,straight,christianity but not too serious about it,m,,single
30,fit,graduated from college/university,,71,100000,banking / financial / real estate,straight,christianity,m,pisces and it&rsquo;s fun to think about,single
20,average,,white,71,20000,student,straight,other,m,taurus but it doesn&rsquo;t matter,single
32,athletic,graduated from college/university,white,73,150000,sales / marketing / biz dev,straight,catholicism but not too serious about it,m,capricorn and it&rsquo;s fun to think about,single
47,a little extra,graduated from college/university,white,74,80000,rather not say,straight,christianity but not too serious about it,m,libra but it doesn&rsquo;t matter,single
26,fit,graduated from college/university,,72,80000,computer / hardware / software,straight,,m,,single
33,athletic,graduated from masters program,white,71,70000,medicine / health,straight,catholicism but not too serious about it,m,scorpio and it&rsquo;s fun to think about,single
24,athletic,working on college/university,"asian, pacific islander",65,30000,student,straight,atheism and laughing about it,m,sagittarius and it&rsquo;s fun to think about,single
42,athletic,graduated from college/university,white,74,100000,sales / marketing / biz dev,straight,other,m,aquarius but it doesn&rsquo;t matter,single
19,athletic,graduated from high school,,65,20000,student,straight,other and somewhat serious about it,m,,single
29,fit,dropped out of two-year college,white,68,40000,hospitality / travel,straight,,m,taurus,single
39,fit,graduated from ph.d program,white,70,80000,medicine / health,straight,catholicism but not too serious about it,m,gemini but it doesn&rsquo;t matter,single
30,average,graduated from two-year college,,72,20000,construction / craftsmanship,straight,,m,,single
30,average,graduated from college/university,pacific islander,67,60000,entertainment / media,straight,agnosticism and laughing about it,m,taurus but it doesn&rsquo;t matter,single
35,fit,graduated from two-year college,white,70,80000,medicine / health,straight,atheism,m,,single
26,average,working on college/university,"hispanic / latin, white",68,80000,computer / hardware / software,straight,atheism but not too serious about it,m,scorpio but it doesn&rsquo;t matter,single
23,fit,working on college/university,white,71,20000,other,straight,agnosticism but not too serious about it,m,aries and it&rsquo;s fun to think about,single
28,average,,white,70,30000,construction / craftsmanship,straight,,m,virgo,single
26,average,dropped out of college/university,white,72,40000,other,straight,catholicism but not too serious about it,m,sagittarius but it doesn&rsquo;t matter,single
30,average,graduated from masters program,white,71,100000,science / tech / engineering,straight,atheism but not too serious about it,m,pisces and it&rsquo;s fun to think about,single
35,athletic,working on college/university,white,68,20000,student,straight,,m,sagittarius but it doesn&rsquo;t matter,single
26,fit,graduated from college/university,white,71,60000,science / tech / engineering,straight,atheism,m,capricorn but it doesn&rsquo;t matter,single
34,athletic,graduated from ph.d program,white,68,40000,education / academia,bisexual,,f,cancer,single
52,full figured,graduated from space camp,white,70,50000,education / academia,straight,other and laughing about it,f,libra and it&rsquo;s fun to think about,single
28,athletic,,white,75,50000,construction / craftsmanship,straight,,m,leo and it&rsquo;s fun to think about,single
29,fit,dropped out of college/university,"native american, white",66,20000,artistic / musical / writer,straight,atheism and laughing about it,m,libra and it&rsquo;s fun to think about,single
39,average,graduated from college/university,"hispanic / latin, white",72,80000,computer / hardware / software,gay,atheism,m,libra and it&rsquo;s fun to think about,single
39,athletic,dropped out of law school,white,74,150000,computer / hardware / software,straight,christianity but not too serious about it,m,pisces but it doesn&rsquo;t matter,single
56,average,graduated from ph.d program,middle eastern,63,60000,other,gay,other,f,aquarius and it&rsquo;s fun to think about,single
40,average,graduated from college/university,white,68,100000,sales / marketing / biz dev,straight,catholicism but not too serious about it,m,leo,single
27,a little extra,graduated from high school,asian,66,80000,transportation,straight,catholicism and somewhat serious about it,m,cancer but it doesn&rsquo;t matter,single
26,average,graduated from masters program,white,75,50000,computer / hardware / software,straight,atheism and laughing about it,m,gemini but it doesn&rsquo;t matter,single
20,thin,working on college/university,white,74,30000,sales / marketing / biz dev,gay,,m,scorpio and it&rsquo;s fun to think about,single
27,fit,graduated from college/university,white,68,40000,banking / financial / real estate,straight,catholicism but not too serious about it,m,,single
49,athletic,graduated from masters program,white,70,150000,computer / hardware / software,straight,,m,taurus but it doesn&rsquo;t matter,single
59,a little extra,graduated from college/university,white,68,20000,artistic / musical / writer,straight,atheism and laughing about it,m,virgo but it doesn&rsquo;t matter,married
62,average,graduated from college/university,white,67,40000,executive / management,straight,buddhism and laughing about it,m,taurus but it doesn&rsquo;t matter,single
61,thin,graduated from law school,white,73,150000,law / legal services,straight,atheism but not too serious about it,m,,single
29,average,graduated from two-year college,white,73,60000,executive / management,straight,other and laughing about it,m,aquarius and it&rsquo;s fun to think about,single
40,fit,graduated from masters program,white,71,80000,education / academia,gay,,m,capricorn but it doesn&rsquo;t matter,single
31,average,graduated from college/university,white,69,60000,political / government,straight,agnosticism and laughing about it,m,aquarius and it&rsquo;s fun to think about,single
45,a little extra,graduated from college/university,black,69,20000,other,straight,other and somewhat serious about it,m,taurus and it&rsquo;s fun to think about,single
28,thin,graduated from college/university,white,70,20000,education / academia,straight,other,m,sagittarius,single
25,fit,graduated from college/university,"middle eastern, hispanic / latin",59,60000,medicine / health,straight,agnosticism but not too serious about it,f,,single
52,athletic,graduated from masters program,,72,80000,education / academia,straight,christianity,m,libra and it&rsquo;s fun to think about,single
42,athletic,graduated from masters program,,65,50000,hospitality / travel,straight,christianity,m,,single
42,curvy,graduated from college/university,"asian, indian, hispanic / latin",72,60000,other,straight,atheism and laughing about it,m,libra but it doesn&rsquo;t matter,single
54,athletic,graduated from college/university,white,67,100000,computer / hardware / software,straight,,f,libra and it&rsquo;s fun to think about,single
58,average,dropped out of college/university,asian,66,60000,law / legal services,straight,agnosticism,f,gemini,single
26,a little extra,graduated from college/university,white,74,20000,entertainment / media,straight,other and laughing about it,m,libra and it&rsquo;s fun to think about,single
27,fit,working on law school,"middle eastern, white",68,50000,entertainment / media,straight,judaism and laughing about it,m,gemini but it doesn&rsquo;t matter,single
32,average,graduated from college/university,other,65,80000,medicine / health,straight,christianity,f,taurus,single
28,athletic,graduated from college/university,white,75,70000,entertainment / media,straight,agnosticism but not too serious about it,m,aries and it&rsquo;s fun to think about,single
26,a little extra,graduated from college/university,,70,20000,student,straight,hinduism and somewhat serious about it,m,taurus but it doesn&rsquo;t matter,single
57,athletic,graduated from college/university,white,70,70000,education / academia,straight,other,m,taurus but it doesn&rsquo;t matter,single
28,skinny,working on two-year college,asian,67,20000,medicine / health,straight,other but not too serious about it,m,leo but it doesn&rsquo;t matter,single
22,athletic,working on college/university,pacific islander,70,20000,artistic / musical / writer,gay,christianity,m,virgo and it&rsquo;s fun to think about,single
31,athletic,graduated from college/university,white,75,150000,sales / marketing / biz dev,straight,christianity,m,aquarius but it doesn&rsquo;t matter,single
20,average,working on college/university,white,70,20000,student,gay,judaism but not too serious about it,m,cancer but it doesn&rsquo;t matter,single
42,average,graduated from college/university,white,66,100000,computer / hardware / software,straight,agnosticism,m,taurus,single
26,a little extra,dropped out of college/university,white,72,100000,science / tech / engineering,straight,other but not too serious about it,m,aquarius and it&rsquo;s fun to think about,single
37,,graduated from masters program,,67,70000,sales / marketing / biz dev,gay,,m,virgo and it&rsquo;s fun to think about,single
52,average,graduated from masters program,"black, other",67,100000,education / academia,straight,christianity and very serious about it,f,sagittarius and it&rsquo;s fun to think about,single
46,fit,graduated from ph.d program,white,72,150000,science / tech / engineering,straight,judaism and laughing about it,m,aries and it&rsquo;s fun to think about,available
33,average,working on college/university,white,73,20000,student,straight,agnosticism but not too serious about it,m,sagittarius but it doesn&rsquo;t matter,single
24,athletic,working on two-year college,black,73,20000,student,straight,islam,m,,single
39,average,dropped out of college/university,white,70,100000,computer / hardware / software,straight,agnosticism but not too serious about it,m,gemini and it&rsquo;s fun to think about,single
21,average,working on college/university,white,74,20000,student,straight,atheism and laughing about it,m,aries but it doesn&rsquo;t matter,single
41,athletic,dropped out of masters program,"middle eastern, hispanic / latin, white",71,150000,artistic / musical / writer,straight,other but not too serious about it,m,libra and it&rsquo;s fun to think about,single
32,,,white,63,80000,,bisexual,agnosticism,f,gemini but it doesn&rsquo;t matter,single
26,athletic,graduated from high school,white,72,70000,construction / craftsmanship,straight,christianity but not too serious about it,m,capricorn but it doesn&rsquo;t matter,single
45,average,dropped out of two-year college,white,67,20000,unemployed,gay,,m,virgo,single
42,athletic,graduated from masters program,white,71,50000,other,bisexual,christianity,m,taurus but it doesn&rsquo;t matter,single
22,athletic,,white,72,40000,sales / marketing / biz dev,straight,other and somewhat serious about it,m,pisces and it&rsquo;s fun to think about,single
44,athletic,graduated from two-year college,asian,60,60000,sales / marketing / biz dev,straight,catholicism and somewhat serious about it,m,scorpio and it&rsquo;s fun to think about,single
30,athletic,working on masters program,"black, white",71,100000,medicine / health,straight,catholicism and laughing about it,m,pisces and it&rsquo;s fun to think about,single
50,athletic,graduated from masters program,white,70,150000,banking / financial / real estate,straight,christianity and very serious about it,m,leo and it&rsquo;s fun to think about,single
23,overweight,graduated from college/university,white,74,80000,computer / hardware / software,straight,other but not too serious about it,m,capricorn but it doesn&rsquo;t matter,single
28,fit,graduated from college/university,white,70,70000,entertainment / media,straight,other but not too serious about it,m,aries and it&rsquo;s fun to think about,single
40,athletic,graduated from ph.d program,white,71,100000,science / tech / engineering,gay,atheism but not too serious about it,m,aquarius and it&rsquo;s fun to think about,single
39,athletic,graduated from masters program,"asian, pacific islander",70,80000,sales / marketing / biz dev,straight,,m,gemini and it&rsquo;s fun to think about,single
32,fit,dropped out of college/university,white,62,40000,clerical / administrative,straight,,f,sagittarius but it doesn&rsquo;t matter,single
22,a little extra,graduated from high school,white,75,20000,student,bisexual,other but not too serious about it,f,capricorn and it&rsquo;s fun to think about,seeing someone
26,fit,working on two-year college,white,65,20000,entertainment / media,bisexual,agnosticism but not too serious about it,f,capricorn and it&rsquo;s fun to think about,seeing someone
42,fit,graduated from college/university,white,71,150000,artistic / musical / writer,straight,,f,aquarius,single
40,,graduated from high school,"hispanic / latin, white",71,40000,construction / craftsmanship,straight,agnosticism and laughing about it,m,aquarius and it&rsquo;s fun to think about,single
30,fit,working on two-year college,"pacific islander, white",65,40000,other,straight,catholicism and somewhat serious about it,m,taurus and it&rsquo;s fun to think about,single
28,,working on ph.d program,white,66,20000,student,straight,christianity and somewhat serious about it,m,libra and it&rsquo;s fun to think about,seeing someone
32,athletic,graduated from masters program,white,69,100000,entertainment / media,gay,agnosticism and laughing about it,f,,single
31,average,working on ph.d program,other,67,30000,sales / marketing / biz dev,straight,,m,aquarius and it&rsquo;s fun to think about,single
52,athletic,graduated from ph.d program,asian,78,50000,education / academia,straight,christianity and very serious about it,m,virgo but it doesn&rsquo;t matter,single
32,athletic,graduated from college/university,white,71,80000,science / tech / engineering,bisexual,agnosticism but not too serious about it,f,virgo but it doesn&rsquo;t matter,single
42,average,graduated from college/university,"asian, white",66,100000,science / tech / engineering,straight,,f,aquarius but it doesn&rsquo;t matter,single
28,curvy,,white,66,70000,executive / management,straight,christianity,f,aquarius but it doesn&rsquo;t matter,single
28,overweight,dropped out of college/university,white,72,80000,computer / hardware / software,straight,agnosticism and laughing about it,m,leo,single
29,average,graduated from high school,hispanic / latin,64,20000,other,straight,christianity,m,aries,single
38,athletic,graduated from college/university,white,73,70000,construction / craftsmanship,straight,other but not too serious about it,m,libra but it doesn&rsquo;t matter,single
25,average,graduated from college/university,white,72,20000,other,straight,agnosticism and laughing about it,m,virgo but it doesn&rsquo;t matter,single
25,fit,graduated from college/university,white,75,80000,other,straight,atheism,m,,single
39,athletic,graduated from masters program,white,70,100000,computer / hardware / software,straight,buddhism and somewhat serious about it,m,leo,single
23,average,graduated from high school,white,73,20000,hospitality / travel,straight,atheism and laughing about it,m,capricorn but it doesn&rsquo;t matter,single
21,athletic,working on college/university,black,72,20000,hospitality / travel,straight,other but not too serious about it,m,sagittarius,single
27,average,graduated from college/university,white,75,100000,computer / hardware / software,straight,atheism and laughing about it,m,cancer but it doesn&rsquo;t matter,single
22,average,working on college/university,asian,70,20000,computer / hardware / software,straight,agnosticism but not too serious about it,m,taurus and it&rsquo;s fun to think about,single
62,a little extra,graduated from masters program,"black, native american",75,80000,medicine / health,gay,other but not too serious about it,m,libra and it&rsquo;s fun to think about,single
27,thin,dropped out of college/university,white,67,30000,other,gay,,m,taurus and it&rsquo;s fun to think about,single
19,athletic,working on college/university,white,72,20000,science / tech / engineering,straight,atheism and laughing about it,m,cancer but it doesn&rsquo;t matter,single
25,average,working on college/university,white,74,30000,clerical / administrative,straight,christianity but not too serious about it,m,aquarius and it&rsquo;s fun to think about,single
23,skinny,college/university,white,74,20000,,straight,,m,aquarius,single
20,athletic,working on college/university,"pacific islander, hispanic / latin",68,40000,military,straight,other,m,libra,single
19,athletic,dropped out of space camp,white,71,20000,military,straight,atheism and laughing about it,m,libra and it&rsquo;s fun to think about,single
27,average,graduated from masters program,asian,71,30000,education / academia,straight,,m,leo,single
28,fit,graduated from college/university,white,70,30000,artistic / musical / writer,straight,atheism and somewhat serious about it,m,sagittarius,single
33,average,graduated from college/university,white,71,100000,computer / hardware / software,straight,,m,,single
21,athletic,dropped out of space camp,white,72,20000,hospitality / travel,straight,other and laughing about it,m,virgo and it&rsquo;s fun to think about,single
33,athletic,working on ph.d program,white,68,20000,student,gay,catholicism but not too serious about it,m,gemini but it doesn&rsquo;t matter,single
32,jacked,working on college/university,other,72,60000,computer / hardware / software,straight,,m,capricorn but it doesn&rsquo;t matter,single
24,athletic,graduated from two-year college,white,71,60000,construction / craftsmanship,straight,atheism and laughing about it,m,virgo but it doesn&rsquo;t matter,single
27,athletic,graduated from college/university,"white, other",72,80000,science / tech / engineering,straight,other and laughing about it,m,aries but it doesn&rsquo;t matter,single
37,average,dropped out of college/university,white,72,20000,other,straight,other but not too serious about it,m,pisces and it&rsquo;s fun to think about,single
22,athletic,working on college/university,white,68,40000,military,straight,,m,scorpio but it doesn&rsquo;t matter,single
27,athletic,graduated from college/university,white,74,100000,sales / marketing / biz dev,straight,,m,taurus,single
33,average,,white,74,30000,other,straight,christianity,m,virgo but it doesn&rsquo;t matter,single
19,,working on two-year college,"black, white, other",72,20000,other,straight,,m,aries and it&rsquo;s fun to think about,single
36,fit,graduated from college/university,white,72,100000,science / tech / engineering,straight,,m,scorpio but it doesn&rsquo;t matter,single
22,athletic,graduated from college/university,asian,66,20000,other,straight,other and laughing about it,m,libra but it doesn&rsquo;t matter,single
22,athletic,working on two-year college,black,74,20000,rather not say,straight,christianity and somewhat serious about it,m,capricorn and it&rsquo;s fun to think about,single
50,athletic,graduated from ph.d program,white,70,100000,education / academia,straight,judaism but not too serious about it,m,sagittarius but it doesn&rsquo;t matter,single
18,average,graduated from high school,"hispanic / latin, white",68,20000,other,straight,,m,gemini but it doesn&rsquo;t matter,single
29,thin,graduated from high school,white,73,100000,other,gay,christianity but not too serious about it,m,aries and it&rsquo;s fun to think about,single
27,a little extra,graduated from college/university,white,72,70000,sales / marketing / biz dev,straight,christianity and somewhat serious about it,m,leo but it doesn&rsquo;t matter,single
30,fit,graduated from two-year college,white,72,20000,artistic / musical / writer,straight,agnosticism and laughing about it,m,libra and it&rsquo;s fun to think about,available
27,athletic,graduated from college/university,white,73,60000,other,straight,,m,,single
33,fit,graduated from college/university,white,70,40000,artistic / musical / writer,bisexual,atheism and laughing about it,m,cancer but it doesn&rsquo;t matter,single
29,average,graduated from college/university,white,71,70000,computer / hardware / software,straight,agnosticism but not too serious about it,m,scorpio but it doesn&rsquo;t matter,single
24,curvy,high school,hispanic / latin,66,20000,other,straight,,m,,single
24,a little extra,graduated from college/university,white,71,30000,other,straight,catholicism and somewhat serious about it,m,libra but it doesn&rsquo;t matter,single
33,fit,working on college/university,white,73,20000,student,straight,other and very serious about it,m,sagittarius and it&rsquo;s fun to think about,single
43,average,,white,68,80000,computer / hardware / software,straight,,m,virgo,single
27,thin,graduated from college/university,white,64,20000,entertainment / media,straight,,m,,single
31,average,graduated from two-year college,middle eastern,77,60000,hospitality / travel,straight,islam but not too serious about it,m,virgo and it&rsquo;s fun to think about,available
43,athletic,graduated from masters program,white,74,150000,computer / hardware / software,straight,,m,gemini,single
23,athletic,graduated from college/university,white,76,100000,banking / financial / real estate,straight,,m,sagittarius,single
30,skinny,college/university,white,70,50000,entertainment / media,straight,,m,scorpio but it doesn&rsquo;t matter,single
28,fit,working on ph.d program,white,73,30000,student,gay,christianity but not too serious about it,m,sagittarius and it&rsquo;s fun to think about,single
34,full figured,graduated from college/university,other,67,150000,other,straight,atheism and laughing about it,m,gemini,single
48,fit,dropped out of space camp,white,66,40000,artistic / musical / writer,gay,christianity and laughing about it,m,libra and it&rsquo;s fun to think about,single
23,skinny,graduated from college/university,white,61,40000,sales / marketing / biz dev,straight,christianity but not too serious about it,f,sagittarius and it&rsquo;s fun to think about,single
24,curvy,working on college/university,"middle eastern, white",66,70000,education / academia,straight,catholicism but not too serious about it,f,cancer and it&rsquo;s fun to think about,single
30,fit,,white,68,20000,,straight,,m,,single
42,average,graduated from college/university,white,72,100000,construction / craftsmanship,straight,catholicism but not too serious about it,m,taurus and it&rsquo;s fun to think about,married
45,fit,graduated from college/university,white,71,30000,entertainment / media,straight,atheism,m,capricorn but it doesn&rsquo;t matter,single
33,,working on masters program,white,75,20000,,straight,agnosticism but not too serious about it,m,taurus and it&rsquo;s fun to think about,single
31,athletic,graduated from masters program,white,72,100000,sales / marketing / biz dev,straight,agnosticism,m,leo,single
23,average,working on college/university,white,73,20000,student,straight,agnosticism and very serious about it,m,gemini,single
23,a little extra,graduated from college/university,white,70,70000,other,straight,,m,taurus but it doesn&rsquo;t matter,single
21,average,working on two-year college,white,70,20000,other,straight,agnosticism and laughing about it,m,cancer and it&rsquo;s fun to think about,single
37,athletic,graduated from college/university,white,76,100000,computer / hardware / software,straight,agnosticism,m,gemini,single
37,average,graduated from masters program,white,70,70000,other,gay,christianity,m,aries,single
20,athletic,working on college/university,asian,68,20000,student,straight,,m,virgo and it&rsquo;s fun to think about,single
